FoodID,RefuseID,RefuseAmount,RefuseDateOfEntry
184,750,0,1997-05-01
185,750,0,1997-05-01
186,750,0,1997-05-01
187,750,0,1997-05-01
188,750,0,1997-05-01
189,750,0,1997-05-01
190,750,0,1997-05-01
191,750,0,1997-05-01
192,750,0,1997-05-01
193,750,0,1997-05-01
194,750,0,1997-05-01
195,750,0,1997-05-01
196,750,0,1997-05-01
197,750,0,1997-05-01
198,750,0,1997-05-01
199,750,0,1997-05-01
201,750,0,1997-05-01
202,750,0,1997-05-01
203,750,0,1997-05-01
204,750,0,1997-05-01
205,750,0,1997-05-01
206,750,0,1997-05-01
207,750,0,1997-05-01
209,750,0,1997-05-01
210,750,0,1997-05-01
211,750,0,1997-05-01
212,750,36,1997-05-01
212,754,36,1998-02-19
213,750,41,1997-05-01
214,750,0,1997-05-01
215,805,32,2003-12-01
215,750,32,2003-12-01
216,750,0,1997-05-01
217,750,0,1997-05-01
218,750,0,1997-05-01
219,750,0,1997-05-01
232,750,0,1997-05-01
283,750,0,1997-05-01
285,750,0,1997-05-01
286,750,0,1997-05-01
287,750,0,1997-05-01
291,750,0,1997-05-01
293,750,0,1997-05-01
394,750,0,1997-05-01
414,750,0,1997-05-01
415,750,0,1997-05-01
416,750,0,1997-05-01
417,750,0,1997-05-01
418,750,0,1997-05-01
419,750,0,1997-05-01
420,750,0,1997-05-01
422,750,0,1997-05-01
423,750,0,1997-05-01
424,750,0,1997-05-01
426,750,0,1997-05-01
428,750,0,1997-05-01
429,750,0,1997-05-01
430,750,0,1997-05-01
432,750,0,1997-05-01
433,750,0,1997-05-01
434,750,0,1997-05-01
435,750,0,1997-05-01
436,750,0,1997-05-01
437,750,0,1997-05-01
438,750,0,1997-05-01
439,750,0,1997-05-01
440,750,0,1997-05-01
441,750,0,1997-05-01
442,750,0,1997-05-01
443,750,0,1997-05-01
444,750,0,1997-05-01
445,750,0,1997-05-01
446,750,0,1997-05-01
447,750,0,1997-05-01
448,750,0,1997-05-01
449,750,0,1997-05-01
450,750,0,1997-05-01
451,750,0,1997-05-01
452,750,0,1997-05-01
453,750,0,1997-05-01
454,750,0,1997-05-01
455,750,0,1997-05-01
456,750,0,1997-05-01
457,750,0,1997-05-01
458,750,0,1997-05-01
459,750,0,1997-05-01
460,750,0,1997-05-01
461,750,0,1997-05-01
462,750,0,1997-05-01
463,750,0,1997-05-01
464,750,0,1997-05-01
523,750,0,1997-05-01
524,750,0,1997-05-01
525,750,0,1997-05-01
526,750,0,1997-05-01
527,750,0,1997-05-01
528,750,0,1997-05-01
529,750,0,1997-05-01
530,750,0,1997-05-01
531,750,0,1997-05-01
532,750,0,1997-05-01
533,750,0,1997-05-01
534,750,0,1997-05-01
535,750,0,1997-05-01
539,750,0,1997-05-01
540,750,0,1997-05-01
541,750,0,1997-05-01
542,750,0,1997-05-01
543,750,0,1997-05-01
544,750,0,1997-05-01
545,750,0,1997-05-01
546,750,0,1997-05-01
547,750,0,1997-05-01
548,750,0,1997-05-01
550,750,0,1997-05-01
552,750,0,1997-05-01
555,751,31,2000-10-12
555,750,31,1997-05-01
556,751,21,2000-10-12
556,750,21,1997-05-01
557,751,28,2000-10-12
557,750,28,1997-05-01
558,751,31,2000-10-12
558,750,31,1997-05-01
559,751,33,2000-10-12
559,750,33,1997-05-01
560,751,32,2000-10-12
560,750,32,1997-05-01
561,751,22,2000-10-12
561,750,22,1997-05-01
562,751,29,2000-10-12
562,750,29,1997-05-01
563,751,33,2000-10-12
563,750,33,1997-05-01
564,751,34,2000-10-12
564,750,34,1997-05-01
565,751,32,2000-10-12
565,752,12,2000-10-12
565,750,52,1997-05-01
565,758,8,2000-10-12
566,751,29,2000-10-13
566,752,13,2000-10-13
566,750,42,1997-05-01
567,751,33,2000-10-13
567,752,13,2000-10-13
567,750,46,1997-05-01
568,751,34,2000-10-13
568,752,14,2000-10-13
568,750,48,1997-05-01
569,750,0,1997-05-01
570,750,0,1997-05-01
571,750,0,1997-05-01
572,750,0,1997-05-01
573,750,0,1997-05-01
574,750,0,1997-05-01
575,750,0,1997-05-01
576,750,0,1997-05-01
577,750,0,1997-05-01
578,750,0,1997-05-01
579,750,0,1997-05-01
580,751,28,2000-10-13
580,750,28,1997-05-01
581,751,21,2000-10-13
581,750,21,1997-05-01
582,751,28,2000-10-13
582,750,28,1997-05-01
583,751,29,2000-10-13
583,750,29,1997-05-01
584,751,29,2000-10-13
584,750,29,1997-05-01
585,751,35,2000-10-13
585,750,35,1997-05-01
586,751,23,2000-10-13
586,750,23,1997-05-01
587,751,30,2000-10-13
587,750,30,1997-05-01
588,751,36,1997-11-25
588,750,36,1997-05-01
589,751,38,2000-10-13
589,750,38,1997-05-01
590,751,28,2000-10-13
590,752,13,2000-10-13
590,750,45,1997-05-01
590,758,4,2000-10-13
591,751,28,2000-10-13
591,752,13,2000-10-13
591,750,41,1997-05-01
592,751,29,2000-10-12
592,752,13,2000-10-12
592,750,42,1997-05-01
593,751,29,2000-10-13
593,752,15,2000-10-13
593,750,44,1997-05-01
594,751,35,2000-10-13
594,752,11,2000-10-13
594,750,56,1997-05-01
594,758,10,2000-10-13
595,751,30,2000-10-13
595,752,12,2000-10-13
595,750,42,1997-05-01
596,751,36,2000-10-13
596,752,12,2000-10-13
596,750,48,1997-05-01
597,751,38,2000-10-13
597,752,14,2000-10-13
597,750,52,1997-05-01
598,751,23,2000-10-13
598,750,23,1997-05-01
599,751,33,2000-10-13
599,750,33,1997-05-01
601,751,12,2000-10-13
601,750,12,1997-05-01
602,751,17,2000-10-13
602,750,17,1997-05-01
603,751,17,2000-10-13
603,752,10,2000-10-13
603,750,27,1997-05-01
604,751,26,2000-10-13
604,750,26,1997-05-01
605,751,34,2000-10-13
605,750,34,1997-05-01
606,751,34,2000-10-13
606,752,10,2000-10-13
606,750,44,1997-05-01
607,751,27,2000-10-13
607,750,27,1997-05-01
608,751,22,2000-10-13
608,750,22,1997-05-01
609,751,28,2000-10-13
609,750,28,1997-05-01
610,751,29,2000-10-13
610,750,29,1997-05-01
611,751,30,2000-10-13
611,750,30,1997-05-01
612,751,27,2000-10-13
612,752,11,2000-10-13
612,750,43,1997-05-01
612,758,5,2000-10-13
613,751,28,2000-10-13
613,752,12,2000-10-13
613,750,40,1997-05-01
614,751,29,2000-10-13
614,752,12,2000-10-13
614,750,41,1997-05-01
615,751,30,2000-10-13
615,752,13,2000-10-13
615,750,43,1997-05-01
616,751,36,2000-10-13
616,750,36,2001-08-15
617,751,25,2000-10-13
617,750,25,1997-05-01
618,751,29,2000-10-13
618,750,29,1997-05-01
619,751,32,2000-10-13
619,750,32,1997-05-01
620,751,36,2000-10-13
620,750,75,1997-05-01
620,759,39,2000-10-13
621,751,29,2000-10-13
621,752,27,2000-10-13
621,750,56,1997-05-01
622,751,32,2000-10-13
622,752,35,2000-10-13
622,750,67,2001-08-15
623,751,19,2000-10-13
623,750,19,1997-05-01
624,751,23,2000-10-13
624,750,23,1997-05-01
625,751,23,2000-10-13
625,752,13,2000-10-13
625,750,36,1997-05-01
626,751,46,2000-10-13
626,750,46,2001-08-15
627,751,38,2000-10-13
627,750,38,1997-05-01
628,751,47,2000-10-13
628,750,47,2000-10-13
629,751,48,2000-10-13
629,750,48,1997-05-01
630,751,48,2000-10-13
630,750,48,2001-08-15
631,751,46,2000-10-13
631,752,21,2000-10-13
631,750,68,1997-05-01
631,758,1,2000-10-13
632,751,47,2000-10-13
632,752,19,2000-10-13
632,750,66,1997-05-01
633,751,48,2000-10-13
633,752,20,2000-10-13
633,750,68,1997-05-01
634,751,48,2000-10-13
634,752,20,2000-10-13
634,750,68,1997-05-01
635,751,27,2000-10-13
635,750,27,1997-05-01
636,751,29,2000-10-13
636,750,29,1997-05-01
637,751,28,2000-10-13
637,750,28,1997-05-01
638,751,30,2000-10-13
638,750,30,1997-05-01
639,751,28,2000-10-13
639,752,14,2000-10-13
639,750,49,1997-05-01
639,758,7,2000-10-13
640,751,30,2000-10-13
640,752,12,2000-10-13
640,750,43,1997-05-01
640,758,1,2000-10-13
641,750,0,1997-05-01
642,750,0,1997-05-01
643,751,26,2000-10-13
643,752,13,2000-10-13
643,750,43,1997-05-01
643,758,4,2000-10-13
644,751,24,2000-10-13
644,752,16,2000-10-13
644,750,40,1997-05-01
645,751,27,2002-08-06
645,750,32,1997-05-01
645,758,5,2000-10-13
646,751,29,2000-10-13
646,752,2,2000-10-13
646,750,31,2001-08-15
647,751,30,2000-10-13
647,750,30,1997-05-01
648,751,32,2000-10-13
648,750,32,1997-05-01
649,751,30,2000-10-13
649,752,12,2000-10-13
649,750,50,1997-05-01
649,758,8,2000-10-13
650,750,0,1997-05-01
651,750,0,1997-05-01
652,751,26,2000-10-13
652,752,14,2000-10-13
652,750,44,1997-05-01
652,758,4,2000-10-13
653,751,26,2000-10-13
653,752,16,2000-10-13
653,750,42,1997-05-01
654,751,33,2000-10-13
654,752,11,2000-10-13
654,750,54,1997-05-01
654,758,10,2000-10-13
655,751,36,2000-10-13
655,752,15,2000-10-13
655,750,51,1997-05-01
656,751,27,2000-10-13
656,750,27,1997-05-01
657,751,28,2000-10-13
657,750,28,1997-05-01
658,751,28,2000-10-13
658,750,28,1997-05-01
659,751,29,2000-10-13
659,750,29,1997-05-01
660,750,0,1997-05-01
661,750,0,1997-05-01
662,751,28,2000-10-13
662,750,28,2001-08-15
663,751,35,2000-10-13
663,750,35,1997-05-01
664,751,28,2000-10-13
664,750,66,1997-05-01
664,759,38,2000-10-13
665,751,35,2000-10-13
665,750,62,1997-05-01
665,759,27,2000-10-13
666,750,0,1997-05-01
667,751,38,2000-10-13
667,750,40,2001-08-15
667,760,2,2000-10-13
668,751,15,2000-10-13
668,750,46,1997-05-01
668,759,31,2000-10-13
669,751,19,2000-10-13
669,750,19,1997-05-01
670,751,28,2000-10-13
670,750,28,1997-05-01
671,751,19,2000-10-13
671,750,53,1997-05-01
671,759,34,2000-10-13
672,751,28,2000-10-13
672,750,45,1997-05-01
672,759,17,2000-10-13
673,750,0,1997-05-01
674,751,17,2000-10-13
674,750,17,2001-08-15
675,751,17,2000-10-13
675,750,36,1997-05-01
675,759,19,2000-10-13
676,751,14,2000-10-13
676,750,14,1997-05-01
677,751,14,2000-10-13
677,752,10,2000-10-13
677,750,24,1997-05-01
678,750,0,2001-10-09
679,750,0,2001-10-09
680,751,10,2000-10-13
680,750,10,2001-08-15
681,751,10,2000-10-13
681,752,14,2000-10-13
681,750,24,1997-05-01
682,750,0,2001-10-09
683,751,23,2000-10-13
683,750,23,1997-05-01
684,751,23,2000-10-13
684,752,12,2000-10-13
684,750,35,1997-05-01
685,750,0,2001-10-09
688,751,36,2015-06-05
688,750,36,2015-06-05
689,751,32,2015-06-05
689,750,32,2015-06-05
690,751,37,2015-06-05
690,752,6,2015-06-05
690,750,43,2015-06-05
691,751,32,2015-06-05
691,752,6,2015-06-05
691,750,38,2015-06-05
692,750,0,1997-05-01
693,750,0,1997-05-01
694,750,0,1997-05-01
695,750,0,2003-05-21
696,750,0,1997-05-01
697,750,0,2003-05-21
698,750,0,1997-05-01
699,750,0,1997-05-01
701,750,0,1997-05-01
702,751,42,2000-10-13
702,750,42,1997-05-01
703,751,41,2000-10-13
703,750,41,1997-05-01
704,751,32,2010-03-18
704,750,32,2010-03-18
705,751,27,2010-03-23
705,750,27,2010-03-23
706,751,43,2010-03-19
706,750,43,2010-03-19
707,751,38,2010-03-23
707,750,38,2010-03-23
708,751,32,2010-03-18
708,752,6,2010-03-18
708,750,38,2010-03-18
709,751,27,2010-03-23
709,752,7,2010-03-23
709,750,34,2010-03-23
710,751,43,2010-03-19
710,752,6,2010-03-19
710,750,49,2010-03-19
711,751,38,2010-03-23
711,752,5,2010-03-23
711,750,43,2010-03-23
712,751,71,2010-03-19
712,750,71,2010-03-19
713,751,62,2010-03-23
713,750,62,2010-03-23
714,751,27,2010-03-19
714,750,27,2010-03-19
715,751,22,2010-03-23
715,750,22,2010-03-23
716,751,32,2010-03-19
716,750,32,2010-03-19
717,751,29,2010-03-23
717,750,29,2010-03-23
718,751,48,2010-03-19
718,750,48,2010-03-19
719,751,46,2010-03-23
719,750,46,2010-03-23
722,751,35,2010-03-05
722,750,35,2010-03-05
723,751,32,2010-03-23
723,750,32,2010-03-23
724,751,35,2010-03-05
724,752,7,2010-03-05
724,750,42,2010-03-05
725,751,32,2010-03-23
725,752,6,2010-03-23
725,750,38,2010-03-23
728,751,31,2010-03-23
728,750,31,2010-03-23
729,751,27,2010-03-23
729,750,27,2010-03-23
730,751,41,2010-03-23
730,750,41,2010-03-23
731,751,38,2010-03-23
731,750,38,2010-03-23
732,751,31,2010-03-23
732,752,7,2010-03-23
732,750,38,2010-03-23
733,751,27,2010-03-23
733,752,6,2010-03-23
733,750,34,2010-03-23
734,751,41,2010-03-23
734,752,6,2010-03-23
734,750,47,2010-03-23
735,751,38,2010-03-23
735,752,6,2010-03-23
735,750,44,2010-03-23
740,751,24,2010-03-23
740,750,24,2010-03-23
741,751,21,2010-03-23
741,750,21,2010-03-23
742,751,24,2010-03-23
742,752,5,2010-03-23
742,750,29,2010-03-23
743,751,21,2010-03-23
743,752,5,2010-03-23
743,750,26,2010-03-23
744,751,31,2010-03-23
744,750,31,2010-03-23
745,751,30,2010-03-23
745,750,30,2010-03-23
746,751,31,2010-03-23
746,752,6,2010-03-23
746,750,37,2010-03-23
747,751,30,2010-03-23
747,752,6,2010-03-23
747,750,36,2010-03-23
748,751,49,2010-03-23
748,750,49,2010-03-23
749,751,47,2010-03-23
749,750,47,2010-03-23
750,751,49,2010-03-23
750,752,13,2010-03-23
750,750,62,2010-03-23
751,751,47,2010-03-23
751,752,11,2010-03-23
751,750,58,2010-03-23
754,751,34,2010-03-04
754,750,34,2010-03-04
755,751,31,2010-03-17
755,750,31,2010-03-17
756,751,34,2010-02-03
756,752,7,2010-02-03
756,750,41,2010-02-03
757,751,31,2010-03-17
757,752,5,2010-03-17
757,750,36,2010-03-22
760,751,28,2010-03-04
760,750,28,2010-03-04
761,751,27,2010-03-17
761,750,27,2010-03-17
762,751,42,2010-03-04
762,750,42,2010-03-04
763,751,37,2010-03-15
763,750,37,2010-03-15
764,751,28,2010-02-03
764,752,7,2010-02-03
764,750,35,2010-02-03
765,751,27,2010-03-17
765,752,6,2010-03-17
765,750,33,2010-03-17
766,751,42,2010-02-03
766,752,7,2010-02-03
766,750,49,2010-02-03
767,751,37,2010-03-17
767,752,5,2010-03-17
767,750,42,2010-03-17
770,751,23,2010-03-04
770,750,23,2010-03-04
771,751,22,2010-03-17
771,750,22,2010-03-17
772,751,31,2010-03-04
772,750,31,2010-03-04
773,751,27,2010-03-17
773,750,27,2010-03-17
774,751,44,2010-03-04
774,750,44,2010-03-04
775,751,45,2010-03-17
775,750,45,2010-03-17
778,751,39,2010-03-23
778,750,39,2010-03-23
779,751,32,2010-03-23
779,750,32,2010-03-23
780,751,39,2010-03-23
780,752,5,2010-03-23
780,750,44,2010-03-23
781,751,32,2010-03-23
781,752,6,2010-03-23
781,750,38,2010-03-23
784,751,34,2010-03-23
784,750,34,2010-03-23
785,751,28,2010-03-23
785,750,28,2010-03-23
786,751,44,2010-03-23
786,750,44,2010-03-23
787,751,38,2010-03-23
787,750,38,2010-03-23
788,751,34,2010-03-23
788,752,6,2010-03-23
788,750,40,2010-03-23
789,751,28,2010-03-23
789,752,7,2010-03-23
789,750,35,2010-03-23
790,751,44,2010-03-23
790,752,5,2010-03-23
790,750,49,2010-03-23
791,751,38,2010-03-23
791,752,6,2010-03-23
791,750,44,2010-03-23
794,751,29,2010-03-23
794,750,29,2010-03-23
795,751,22,2010-03-23
795,750,22,2010-03-23
796,751,33,2010-03-23
796,750,33,2010-03-23
797,751,29,2010-03-23
797,750,29,2010-03-23
798,751,51,2010-03-23
798,750,51,2010-03-23
799,751,46,2010-03-23
799,750,46,2010-03-23
802,750,0,1997-05-01
804,750,0,1997-05-01
805,750,0,1997-05-01
810,750,0,1997-05-01
811,750,0,1997-05-01
812,750,0,1997-05-01
813,750,0,1997-05-01
815,750,0,1997-05-01
816,750,0,2001-10-09
817,751,39,2003-12-15
817,750,39,1997-05-01
818,751,37,2003-12-15
818,750,37,2003-12-15
819,751,39,2003-12-15
819,752,13,2003-12-15
819,750,57,1997-05-01
819,758,5,2003-12-15
820,751,37,2003-12-15
820,752,9,2003-12-15
820,750,46,2003-12-15
821,751,32,2003-12-15
821,752,16,2003-12-15
821,750,48,1997-05-01
822,750,0,1997-05-01
823,750,0,1997-05-01
824,750,0,1997-05-01
831,750,0,1997-05-01
832,750,44,2014-09-25
832,786,44,2014-09-25
833,750,47,2014-09-25
833,786,47,2014-09-25
834,750,48,2014-09-25
834,786,48,2014-09-25
835,752,10,2014-09-26
835,750,71,2014-09-26
835,758,17,2014-09-26
835,786,44,2014-09-26
836,752,13,2014-09-26
836,750,60,2014-09-26
836,786,47,2014-09-26
837,752,16,2014-09-26
837,750,64,2014-09-26
837,786,48,2014-09-26
838,750,20,2014-09-22
838,786,20,2014-09-22
839,750,19,2014-09-22
839,786,19,2014-09-22
840,750,18,2014-09-24
840,786,18,2014-09-24
841,750,0,2014-09-22
842,752,9,2014-09-22
842,750,28,2014-09-22
842,786,19,2014-09-22
843,752,12,2014-09-22
843,750,30,2014-09-22
843,786,18,2014-09-22
844,750,66,2014-09-22
844,502433,33,2014-09-22
844,1450,33,2014-09-22
845,750,61,2014-09-23
845,502433,33,2014-09-23
845,1450,28,2014-09-23
846,750,36,2014-09-23
846,786,36,2014-09-23
847,750,42,2014-09-23
847,786,33,2014-09-23
847,759,9,2014-09-23
848,750,40,2014-09-23
848,502433,33,2014-09-23
848,759,7,2014-09-23
849,752,12,2015-06-05
849,750,48,2015-06-05
849,786,36,2015-06-05
850,750,30,2014-09-24
850,502433,15,2014-09-24
850,1450,15,2014-09-24
851,750,33,2014-09-24
851,502433,17,2014-09-24
851,1450,16,2014-09-24
852,750,24,2014-09-24
852,786,24,2014-09-24
853,752,25,2014-09-24
853,750,40,2014-09-24
853,1450,15,2014-09-24
854,750,48,2014-09-24
854,502433,17,2014-09-24
854,759,15,2014-09-24
855,752,15,2014-09-24
855,750,39,2014-09-24
855,786,24,2014-09-24
886,750,0,1997-05-01
887,750,0,1997-05-01
918,750,0,2001-10-22
919,750,0,2002-10-28
923,750,0,1997-05-01
924,750,0,1997-05-01
926,750,0,1997-05-01
927,750,0,1997-05-01
928,750,0,1997-05-01
929,750,0,1997-05-01
930,750,0,1997-05-01
931,750,0,1997-05-01
932,750,0,1997-05-01
933,750,0,1997-05-01
934,750,0,1997-05-01
935,750,0,1997-05-01
936,750,0,1997-05-01
937,750,0,1997-05-01
938,750,0,1997-05-01
939,750,0,1997-05-01
940,750,0,1997-05-01
944,750,0,1997-05-01
945,750,0,1997-05-01
946,750,0,1997-05-01
947,750,0,1997-05-01
948,750,0,1997-05-01
949,750,0,1997-05-01
950,750,0,1997-05-01
951,750,0,1997-05-01
953,750,0,1997-05-01
954,750,0,1997-05-01
957,750,0,1997-05-01
958,750,0,1997-05-01
961,750,0,1997-05-01
963,750,0,1997-05-01
964,750,0,1997-05-01
965,750,0,1997-05-01
966,750,0,1997-05-01
967,750,0,1997-05-01
968,750,0,1997-05-01
969,750,0,1997-05-01
970,750,0,1997-05-01
971,750,0,1997-05-01
972,750,0,1997-05-01
973,750,0,1997-05-01
974,750,0,1997-05-01
975,750,0,1997-05-01
976,750,0,1997-05-01
979,750,0,1997-05-01
980,750,0,1997-05-01
981,750,0,1997-05-01
982,750,0,1997-05-01
983,750,0,1997-05-01
984,750,0,1997-05-01
985,750,0,1997-05-01
986,750,0,1997-05-01
987,750,0,1997-05-01
988,750,0,1997-05-01
994,750,0,1997-05-01
997,750,0,1997-05-01
999,750,0,1997-05-01
1001,750,0,1997-05-01
1002,750,0,1997-05-01
1003,750,0,1997-05-01
1004,750,0,1997-05-01
1005,750,0,1997-05-01
1006,750,0,1997-05-01
1007,750,0,1997-05-01
1008,750,0,1997-05-01
1009,750,0,1997-05-01
1010,750,0,1997-05-01
1011,750,0,1997-05-01
1012,750,0,1997-05-01
1017,750,0,1997-05-01
1025,750,0,1997-05-01
1026,750,0,1997-05-01
1027,750,0,1997-05-01
1028,750,0,1997-05-01
1029,750,0,1997-05-01
1030,750,0,1997-05-01
1046,750,0,1997-05-01
1047,750,0,1997-05-01
1049,750,0,1997-05-01
1050,750,0,1997-05-01
1051,750,0,1997-05-01
1052,750,0,1997-05-01
1053,750,0,1997-05-01
1054,750,0,1997-05-01
1055,750,0,1997-05-01
1056,750,0,1997-05-01
1057,750,0,1997-05-01
1060,750,0,1997-05-01
1061,750,0,1997-05-01
1062,750,0,1997-05-01
1063,750,0,1997-05-01
1064,750,0,1997-05-01
1065,750,0,1997-05-01
1067,750,0,1997-05-01
1068,750,0,1997-05-01
1071,750,0,1997-05-01
1075,750,0,1997-05-01
1076,750,0,1997-05-01
1077,750,0,1997-05-01
1078,750,0,1997-05-01
1079,750,0,1997-05-01
1080,750,0,1997-05-01
1081,750,0,1997-05-01
1082,750,0,1997-05-01
1083,750,0,1997-05-01
1084,750,0,1997-05-01
1085,750,0,1997-05-01
1086,750,0,1997-05-01
1087,750,0,1997-05-01
1088,750,0,1997-05-01
1089,750,0,1997-05-01
1090,750,0,1997-05-01
1091,750,0,1997-05-01
1092,750,0,1997-05-01
1093,750,0,1997-05-01
1094,750,0,1997-05-01
1095,750,0,1997-05-01
1096,750,0,1997-05-01
1097,750,0,1997-05-01
1108,750,0,1997-05-01
1116,750,0,1997-05-01
1117,750,0,1997-05-01
1118,750,0,1997-05-01
1119,750,0,1997-05-01
1120,750,0,1997-05-01
1121,750,0,1997-05-01
1124,750,0,1997-05-01
1125,750,0,1997-05-01
1126,750,0,1997-05-01
1127,750,0,1997-05-01
1128,750,0,1997-05-01
1130,750,0,1997-05-01
1131,750,0,1997-05-01
1133,750,0,1997-05-01
1135,750,0,1997-05-01
1139,750,0,1997-05-01
1140,750,0,1997-05-01
1142,750,0,1997-05-01
1143,750,0,1997-05-01
1144,750,0,1997-05-01
1147,750,0,1997-05-01
1148,750,0,1997-05-01
1151,750,0,1997-05-01
1152,750,0,1997-05-01
1153,750,0,1997-05-01
1154,750,0,1997-05-01
1157,750,0,1997-05-01
1158,750,0,1997-05-01
1159,750,0,1997-05-01
1160,750,0,1997-05-01
1161,750,0,1997-05-01
1164,750,0,1997-05-01
